community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Cold Lake,Cold Lake,2026-06-29 11:00,4.0,6.0,5,6,2026-06-29T18:04:57+00:00,4.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 11:00,2.0,5.0,5,5,2026-06-29T18:04:57+00:00,2.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 11:00,4.0,5.0,5,5,2026-06-29T18:04:57+00:00,4.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 11:00,3.0,5.0,5,5,2026-06-29T18:04:57+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 12:00,5.0,5.0,5,5,2026-06-29T18:58:31+00:00,5.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 12:00,3.0,3.0,5,5,2026-06-29T18:58:31+00:00,3.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 12:00,3.0,5.0,5,5,2026-06-29T18:58:31+00:00,3.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 12:00,6.0,7.0,7,7,2026-06-29T18:58:31+00:00,6.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 12:00,1.0,3.0,4,3,2026-06-29T18:58:31+00:00,1.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 12:00,3.0,3.0,5,4,2026-06-29T18:58:31+00:00,3.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 12:00,2.0,3.0,5,4,2026-06-29T18:58:31+00:00,2.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 12:00,2.0,3.0,5,5,2026-06-29T18:58:31+00:00,2.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 12:00,6.0,6.0,5,6,2026-06-29T18:58:31+00:00,6.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 12:00,3.0,5.0,5,5,2026-06-29T18:58:31+00:00,3.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 12:00,5.0,5.0,5,5,2026-06-29T18:58:31+00:00,5.0,2026-06-29T18:58:31+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 12:00,3.0,5.0,5,5,2026-06-29T18:58:31+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 13:00,5.0,5.0,5,5,2026-06-29T19:56:54+00:00,5.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 13:00,3.0,6.0,5,6,2026-06-29T19:56:54+00:00,3.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 13:00,4.0,5.0,5,5,2026-06-29T19:56:54+00:00,4.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 13:00,6.0,7.0,7,7,2026-06-29T19:56:54+00:00,6.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 13:00,2.0,3.0,4,3,2026-06-29T19:56:54+00:00,1.0,2026-06-29T19:56:54+00:00,1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-06-29 13:00,3.0,3.0,5,4,2026-06-29T19:56:54+00:00,3.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 13:00,2.0,3.0,5,4,2026-06-29T19:56:54+00:00,2.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 13:00,3.0,6.0,5,6,2026-06-29T19:56:54+00:00,3.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 13:00,6.0,8.0,7,8,2026-06-29T19:56:54+00:00,6.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 13:00,3.0,5.0,5,5,2026-06-29T19:56:54+00:00,3.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 13:00,5.0,5.0,5,5,2026-06-29T19:56:54+00:00,5.0,2026-06-29T19:56:54+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 12:00,3.0,5.0,5,5,2026-06-29T19:56:54+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 14:00,6.0,8.0,8,8,2026-06-29T20:54:19+00:00,6.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 14:00,3.0,8.0,8,8,2026-06-29T20:54:19+00:00,3.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 14:00,6.0,8.0,8,8,2026-06-29T20:54:19+00:00,6.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 14:00,6.0,7.0,7,7,2026-06-29T20:54:19+00:00,6.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 14:00,2.0,3.0,4,3,2026-06-29T20:54:19+00:00,1.0,2026-06-29T20:54:19+00:00,1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-06-29 14:00,3.0,3.0,5,4,2026-06-29T20:54:19+00:00,3.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 14:00,2.0,3.0,5,4,2026-06-29T20:54:19+00:00,2.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 14:00,3.0,8.0,8,8,2026-06-29T20:54:19+00:00,3.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 14:00,5.0,8.0,7,8,2026-06-29T20:54:19+00:00,5.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 14:00,4.0,8.0,8,8,2026-06-29T20:54:19+00:00,4.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 14:00,6.0,8.0,8,8,2026-06-29T20:54:19+00:00,6.0,2026-06-29T20:54:19+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 12:00,3.0,8.0,8,8,2026-06-29T20:54:19+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 15:00,7.0,8.0,8,8,2026-06-29T21:46:25+00:00,7.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T21:46:25+00:00,6.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 15:00,7.0,8.0,8,8,2026-06-29T21:46:25+00:00,7.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 15:00,6.0,7.0,7,7,2026-06-29T21:46:25+00:00,7.0,2026-06-29T21:46:25+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-29 15:00,2.0,3.0,4,3,2026-06-29T21:46:25+00:00,2.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 15:00,3.0,3.0,5,4,2026-06-29T21:46:25+00:00,3.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 15:00,2.0,3.0,5,4,2026-06-29T21:46:25+00:00,2.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T21:46:25+00:00,6.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 15:00,5.0,8.0,7,8,2026-06-29T21:46:25+00:00,5.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T21:46:25+00:00,6.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T21:46:25+00:00,6.0,2026-06-29T21:46:25+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 12:00,3.0,8.0,8,8,2026-06-29T21:46:25+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 15:00,7.0,8.0,8,8,2026-06-29T22:38:59+00:00,8.0,2026-06-29T22:38:59+00:00,-1.0,1.0,Minor difference
Calgary,Calgary,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T22:38:59+00:00,11.0,2026-06-29T22:38:59+00:00,-5.0,5.0,Major difference
Red Deer,Red Deer,2026-06-29 15:00,7.0,8.0,8,8,2026-06-29T22:38:59+00:00,7.0,2026-06-29T22:38:59+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 15:00,6.0,7.0,7,7,2026-06-29T22:38:59+00:00,7.0,2026-06-29T22:38:59+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-29 15:00,2.0,3.0,4,3,2026-06-29T22:38:59+00:00,2.0,2026-06-29T22:38:59+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 16:00,3.0,3.0,5,4,2026-06-29T22:38:59+00:00,3.0,2026-06-29T22:38:59+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 15:00,2.0,3.0,5,4,2026-06-29T22:38:59+00:00,2.0,2026-06-29T22:38:59+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T22:38:59+00:00,9.0,2026-06-29T22:38:59+00:00,-3.0,3.0,Major difference
Cold Lake,Cold Lake,2026-06-29 16:00,6.0,8.0,7,8,2026-06-29T22:38:59+00:00,6.0,2026-06-29T22:38:59+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T22:38:59+00:00,5.0,2026-06-29T22:38:59+00:00,1.0,1.0,Minor difference
St. Albert,St. Albert,2026-06-29 15:00,6.0,8.0,8,8,2026-06-29T22:38:59+00:00,6.0,2026-06-29T22:38:59+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 12:00,3.0,8.0,8,8,2026-06-29T22:38:59+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 17:00,9.0,,8,8,2026-06-29T23:41:22+00:00,9.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 17:00,8.0,,8,8,2026-06-29T23:41:22+00:00,11.0,2026-06-29T23:41:23+00:00,-3.0,3.0,Major difference
Red Deer,Red Deer,2026-06-29 17:00,6.0,,8,8,2026-06-29T23:41:22+00:00,7.0,2026-06-29T23:41:23+00:00,-1.0,1.0,Minor difference
Fort McMurray,Fort McMurray,2026-06-29 17:00,6.0,,8,9,2026-06-29T23:41:22+00:00,7.0,2026-06-29T23:41:23+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-29 17:00,2.0,,4,4,2026-06-29T23:41:22+00:00,2.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 17:00,3.0,,6,6,2026-06-29T23:41:22+00:00,3.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 17:00,2.0,,6,5,2026-06-29T23:41:22+00:00,2.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 17:00,7.0,,8,8,2026-06-29T23:41:22+00:00,9.0,2026-06-29T23:41:23+00:00,-2.0,2.0,Significant difference
Cold Lake,Cold Lake,2026-06-29 17:00,4.0,,7,8,2026-06-29T23:41:22+00:00,4.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 17:00,5.0,,8,8,2026-06-29T23:41:22+00:00,5.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 17:00,8.0,,8,8,2026-06-29T23:41:22+00:00,8.0,2026-06-29T23:41:23+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 17:00,6.0,,8,8,2026-06-29T23:41:22+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 18:00,9.0,,8,8,2026-06-30T01:19:29+00:00,9.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 18:00,7.0,,8,8,2026-06-30T01:19:29+00:00,7.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 18:00,5.0,,8,8,2026-06-30T01:19:29+00:00,5.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 18:00,5.0,,8,9,2026-06-30T01:19:29+00:00,5.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 18:00,2.0,,4,4,2026-06-30T01:19:29+00:00,2.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 18:00,3.0,,6,6,2026-06-30T01:19:29+00:00,3.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 18:00,2.0,,6,5,2026-06-30T01:19:29+00:00,2.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 18:00,6.0,,8,8,2026-06-30T01:19:29+00:00,6.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 18:00,4.0,,7,8,2026-06-30T01:19:29+00:00,4.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 18:00,5.0,,8,8,2026-06-30T01:19:29+00:00,5.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 18:00,8.0,,8,8,2026-06-30T01:19:29+00:00,8.0,2026-06-30T01:19:29+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 18:00,8.0,,8,8,2026-06-30T01:19:29+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 20:00,8.0,,8,8,2026-06-30T03:27:10+00:00,8.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 20:00,7.0,,8,8,2026-06-30T03:27:10+00:00,7.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 20:00,6.0,,8,8,2026-06-30T03:27:10+00:00,6.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 20:00,7.0,,8,9,2026-06-30T03:27:10+00:00,7.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 20:00,2.0,,4,4,2026-06-30T03:27:10+00:00,2.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 21:00,3.0,,6,6,2026-06-30T03:27:10+00:00,3.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 20:00,2.0,,6,5,2026-06-30T03:27:10+00:00,2.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 20:00,6.0,,8,8,2026-06-30T03:27:10+00:00,6.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 21:00,3.0,,7,8,2026-06-30T03:27:10+00:00,3.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 20:00,5.0,,8,8,2026-06-30T03:27:10+00:00,5.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 20:00,8.0,,8,8,2026-06-30T03:27:10+00:00,8.0,2026-06-30T03:27:10+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 21:00,7.0,,8,8,2026-06-30T03:27:10+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 23:00,7.0,,8,8,2026-06-30T05:42:28+00:00,7.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 23:00,5.0,,8,8,2026-06-30T05:42:28+00:00,5.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 23:00,4.0,,8,8,2026-06-30T05:42:28+00:00,4.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 23:00,7.0,,8,9,2026-06-30T05:42:28+00:00,7.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 23:00,2.0,,4,4,2026-06-30T05:42:28+00:00,1.0,2026-06-30T05:42:29+00:00,1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-06-29 23:00,3.0,,6,6,2026-06-30T05:42:28+00:00,3.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 23:00,3.0,,6,5,2026-06-30T05:42:28+00:00,3.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 23:00,4.0,,8,8,2026-06-30T05:42:28+00:00,4.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 23:00,4.0,,7,8,2026-06-30T05:42:28+00:00,4.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 23:00,5.0,,8,8,2026-06-30T05:42:28+00:00,5.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-29 23:00,6.0,,8,8,2026-06-30T05:42:28+00:00,6.0,2026-06-30T05:42:29+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-29 23:00,6.0,,8,8,2026-06-30T05:42:28+00:00,,,,,OK
Edmonton,Edmonton,2026-06-30 01:00,6.0,,8,8,2026-06-30T07:37:07+00:00,6.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-30 01:00,4.0,,8,8,2026-06-30T07:37:07+00:00,4.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-30 01:00,3.0,,8,8,2026-06-30T07:37:07+00:00,3.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-30 01:00,7.0,,8,9,2026-06-30T07:37:07+00:00,7.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-30 01:00,1.0,,4,4,2026-06-30T07:37:07+00:00,1.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-30 01:00,3.0,,6,6,2026-06-30T07:37:07+00:00,3.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-30 01:00,2.0,,6,5,2026-06-30T07:37:07+00:00,2.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-30 01:00,4.0,,8,8,2026-06-30T07:37:07+00:00,4.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-30 01:00,3.0,,7,8,2026-06-30T07:37:07+00:00,3.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-30 01:00,5.0,,8,8,2026-06-30T07:37:07+00:00,5.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-30 01:00,6.0,,8,8,2026-06-30T07:37:07+00:00,6.0,2026-06-30T07:37:07+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-30 01:00,5.0,,8,8,2026-06-30T07:37:07+00:00,,,,,OK
Edmonton,Edmonton,2026-06-30 02:00,6.0,,8,8,2026-06-30T09:27:29+00:00,6.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-30 02:00,4.0,,8,8,2026-06-30T09:27:29+00:00,4.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-30 02:00,4.0,,8,8,2026-06-30T09:27:29+00:00,4.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-30 02:00,7.0,,8,9,2026-06-30T09:27:29+00:00,7.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-30 02:00,1.0,,4,4,2026-06-30T09:27:29+00:00,1.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-30 03:00,3.0,,6,6,2026-06-30T09:27:29+00:00,3.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-30 02:00,2.0,,6,5,2026-06-30T09:27:29+00:00,2.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-30 02:00,3.0,,8,8,2026-06-30T09:27:29+00:00,3.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-30 03:00,2.0,,7,8,2026-06-30T09:27:29+00:00,2.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-30 02:00,5.0,,8,8,2026-06-30T09:27:29+00:00,4.0,2026-06-30T09:27:29+00:00,1.0,1.0,Minor difference
St. Albert,St. Albert,2026-06-30 02:00,6.0,,8,8,2026-06-30T09:27:29+00:00,6.0,2026-06-30T09:27:29+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-30 03:00,5.0,,8,8,2026-06-30T09:27:29+00:00,,,,,OK
Edmonton,Edmonton,2026-06-30 04:00,6.0,,8,8,2026-06-30T11:21:07+00:00,6.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-30 04:00,4.0,,8,8,2026-06-30T11:21:07+00:00,4.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-30 04:00,4.0,,8,8,2026-06-30T11:21:07+00:00,4.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-30 04:00,7.0,,8,9,2026-06-30T11:21:07+00:00,7.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-30 03:00,1.0,,4,4,2026-06-30T11:21:07+00:00,1.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-30 03:00,3.0,,6,6,2026-06-30T11:21:07+00:00,3.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-30 04:00,3.0,,6,5,2026-06-30T11:21:07+00:00,3.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-30 04:00,4.0,,8,8,2026-06-30T11:21:07+00:00,4.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-30 04:00,2.0,,7,8,2026-06-30T11:21:07+00:00,2.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-30 04:00,4.0,,8,8,2026-06-30T11:21:07+00:00,4.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-30 04:00,6.0,,8,8,2026-06-30T11:21:07+00:00,6.0,2026-06-30T11:21:07+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-30 04:00,5.0,,8,8,2026-06-30T11:21:07+00:00,,,,,OK
Edmonton,Edmonton,2026-06-30 06:00,5.0,7.0,6,7,2026-06-30T13:00:03+00:00,5.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-30 06:00,4.0,8.0,6,8,2026-06-30T13:00:03+00:00,4.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-30 06:00,4.0,8.0,6,8,2026-06-30T13:00:03+00:00,4.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-30 06:00,6.0,8.0,7,8,2026-06-30T13:00:03+00:00,6.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-30 06:00,1.0,4.0,3,4,2026-06-30T13:00:03+00:00,1.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-30 03:00,3.0,5.0,4,5,2026-06-30T13:00:03+00:00,3.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-30 06:00,3.0,5.0,4,5,2026-06-30T13:00:03+00:00,3.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-30 06:00,4.0,8.0,6,8,2026-06-30T13:00:03+00:00,4.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-30 06:00,2.0,8.0,7,8,2026-06-30T13:00:03+00:00,2.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-30 06:00,4.0,7.0,6,7,2026-06-30T13:00:03+00:00,4.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-30 06:00,5.0,7.0,6,7,2026-06-30T13:00:03+00:00,5.0,2026-06-30T13:00:03+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-30 06:00,5.0,7.0,6,7,2026-06-30T13:00:03+00:00,,,,,OK
Edmonton,Edmonton,2026-06-30 07:00,5.0,7.0,6,7,2026-06-30T13:58:37+00:00,5.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-30 07:00,6.0,8.0,6,8,2026-06-30T13:58:37+00:00,6.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-30 07:00,4.0,8.0,6,8,2026-06-30T13:58:37+00:00,4.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-30 07:00,6.0,8.0,7,8,2026-06-30T13:58:37+00:00,6.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-30 07:00,1.0,4.0,3,4,2026-06-30T13:58:37+00:00,1.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-30 07:00,4.0,5.0,4,5,2026-06-30T13:58:37+00:00,4.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-30 07:00,3.0,5.0,4,5,2026-06-30T13:58:37+00:00,3.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-30 07:00,4.0,8.0,6,8,2026-06-30T13:58:37+00:00,4.0,2026-06-30T13:58:37+00:00,0.0,0.0,OK
